,link,title,description,catagory
0,n79Rv0F48,"Backpacking In Meghalaya | NorthEast India Trip | Sohra, Living Roots Bridge | Tanya Khanijow","In this video I explored North East India, starting from Guwahati, Shillong, Cherrapunji (Sohra) and Double Decker Living Roots Bridge! It was a spontaneous Backpacking trip and amazing fun! Hope you enjoy the video. 

I upload new videos every Tuesday And Saturday. So subscribe to my channel and hit the bell Icon to stay notified! 

For all behind the scenes of my travels, you can follow me on instagram where I'm the most active with stories and image posts.  

Editing software, Premiere Pro CC 2018

▶ Check out my gear on Kit: 

I'm very interactive on all social media, so let's talk? -

● Instagram: 
● Facebook: ...
● Twitter: 

The equipment that I use - 

Music - 

Only Us - Paperwhite 

Listen on Spotify here!

www.facebook.com/paperwhitemusic
Twitter - @paperwhitemusic
Instagram - @paperwhitemusic

Title: Ooh Boy (Future James Remix)
Artist: Rose Royce
Download: ",travel
1,JLZlCZ0,Ep 1| Travelling through North East India | Off To Arunachal | The Journey Begins | Pasighat,"The journey to Arunachal, North East India begins with a train journey from Guwahati to Murkongselek. From here we head to Pasighat. And me and my travel companions are just getting started by exploring the tiny glimpe of Arunachal that we have so far. From markets to bridges, the adventure will only get better from here. :)

Next Video: 

Subscribe to my channel and hit the bell Icon to stay notified! 

Follow me on Social Media - 

● Instagram: 
● Facebook: ...
● Twitter: 
● Website: 
▶ Check out my gear on Kit: 

Music - Epidemic Music

If you heard of Epidemic sound through me, Sign up by using my link, to get 1 month of free subscription -   


My trip to the unknown Arunachal Pradesh from November 3 to November 14, 2018 was organised by ChaloHoppo, a travel company that specialises in crafting authentic local experiences in Northeast India. This experience was raw and nothing like anything I have experienced before.""


You can check them out here:
Instagram: 
Facebook: 
Website: 


Shot by me + Travellers
Edited by Me on Premiere Pro CC 2019",travel
2,zHZVeFa0kdk,First India Train Experience | Delhi to Amritsar - Shatabdi Express AC Chair First Class,"We are leaving Delhi and making our way to the North of India on our very first train experience.

Tour we are on in India with On the Go Tours: 

After checking out of our hotel, we made our way to the New Delhi train station where checked in, placed our luggage and found our seats whilst we slowly drifted away from the chaos of the city.

Honestly our 6 hour train ride was super pleasant - we got served soo much food and drink and were able to watch the sunset towards the end of the ride.

We have now arrived in Amritsar and the first stop is the Golden Temple (also known as Harmandir Sahib) where we learnt more about the Sikh religion and saw the amazing kitchens that feed 60,000-100,000 people a day with volunteers.

Another amazing day in India - there's so many more to come!

Train we caught: Shatabdi Express AC Chair from Delhi to Amristar

Where we get our incredible music from:    (--- Great music for Travel Vlogs & YouTube music for your videos)

Gear we shot this video with - 

SUBSCRIBE TO NEVER MISS AN EPISODE: 

----------------------------------------­­--
FLYING THE NEST: 
Website • 
Facebook • 
Twitter • 
Snapchat •  

STEPHEN:
Instagram • 
Twitter • 

JESS:
Instagram • 
Twitter • 

---------------------------------------­­--
Who we use for travel insurance: 
Flying the Nest Merch: 

Hi, we are Stephen & Jess, Australian vloggers documenting our first year of leaving home and travelling around the globe. We want to inspire others to venture out, explore, take risks and go on our own adventure!!

We also run a travel, tech and lifestyle blog over at www.flyingthenest.tv if you want to see personal recounts, photography, tips & wanderlust inspiration from Flying the Nest.

----------------------------------------­­--
End credit song: Ticky Tacky by Biocratic: 
----------------------------------------­­--

For list of full Camera Equipment we use - 
Video Edited on Gigabyte Aero 15: ",travel
3,Rbn0cxbl28M,You Won't Believe This is India... 2!,"Did you know India has the most beautiful white sand beaches, crystal clear water, fascinating sea life, coral, and tropical islands in the world? Don't believe me? Come with me to the stunning Andaman and Nicobar Islands Union Territory of India. This is incredible India!

We started at Kala Pathar beach which is the most beautiful and picturesque beach on Havelock Island. Then we take our scooters to the start of the 1.8km trek point to get to Elephant Beach. Elephant Beach is perfect for snorkelling and getting away from the crowded main beaches.

After swimming, dancing, and snorkelling with the fish on Elephant Beach we grab lunch on the way to Radhanagar Beach - the largest and most popular beach on Havelock Island. Then I tell you one of the reasons why I love India so much, India simply has it all!

Forget Goa, forget any other beach in India; the Andaman and Nicobar Islands have the best beaches I've seen in India so far! Havelock certainly has the best beaches between it and Neil Island. Neil Island is more for relaxing on the beach.

In 2018 Indian Prime Minister Narendra Modi renamed Havelock Island to Swaraj Dweep, Ross Island to Netaji Subhash Chandra Bose Island, and Neil Island to Shaheed Dweep.

👇👇👇👇👇👇👇👇👇👇

1) SUBSCRIBE! ✔ Click 
Then smash the BELL ICON so you don't miss a 🔴live stream or video.

2) TRAVELLING TO INDIA🇮🇳?
Travel safely & confidently with my India Survival Guide (Quick-Start Safety Guide) .

3) WANT TO LEARN HINDI?
Learn Hindi Faster Than I Did! eBook at .

4) MEETUP LOCATIONS & ROCK NEWS 
Sign-up 💌 .

5) LET'S CONNECT:




📷🎥🤳 

    ",travel
4,8SSpN4IHSk,FIRST CLASS INDIAN TRAIN | GOA TO KERALA,"Finally we are riding our first Indian train from Goa to Kerala in first class AC. Taking the Indian train was slightly more difficult to organise than the busses but was well worth it in the end. I hope you enjoy the train review and we where blown away by just how good the Indian train food was. 

💗 SUPPORT OUR PRODUCTION » 
🎥 UNCUT VIDEOS » 

CAMERA GEAR
Canon M50: 
Microphone: 
Drone: 
Action Camera: 
Small Camera: 
Camera Backpack: 
Joby Gorillapod: 

💗SUPPORT OUR MISSION: 
Patreon is a platform that allows people to support creators on a recurring basis. Your contribution is an investment in the creative freedom of OUR channel and enables us to keep creating content. Your generous donation allows us the time and resources to create more videos for you. We also have some pretty sweet rewards, exclusive to Patrons. » 

❤️ Follow us on social media!

✔WEBSITE: 

✔INSTAGRAM: 

✔FACEBOOK: 

Inspired By THE BEST TRAIN IN INDIA | Duronto Express | Overnight Jaipur to Mumbai 

MUSIC

Beat 56 - BeatByShahed
youtube.com/c/djshahmoneybeatz
facebook.com/djshahmoneybeatz
@djshahmoneybeatz
instagram.com/imshahed

Cartoon - On & On


  ",travel
5,i5F7Xh9CO8U,EXPLORING VARANASI | Benaras Travel Vlog #1,"Spent an incredible week exploring the beautiful city of Varanasi, walking through the colourful gullies, relaxing by the rustic ghats and eating some amazing food, and here is part 1 of my Varanasi vlog!

The walking tour we did (North Walk): 

Please hit like if you enjoyed watching! 👍🏻

Also, don't forget to subscribe to my channel and press the 🔔 button to be notified every time I post a new video! :)

NEW VIDEOS EVERY WEEK!

The Equipment I use for filming: 

Main vlogging camera:  

Edited by me on Final Cut Pro X

——

LETS CHAT ON SOCIAL MEDIA

Blog : 

Instagram: 

Facebook: 

Twitter: 

Snapchat: kritika_goel 

Business email: blogofthethings@gmail.com 

——

Songs Used:

1. Stream Jai Wolf - Indian Summer (Kasbo Remix)


2. Peaceful reflection by HookSounds 
Creative Commons — Attribution 4.0 International — CC BY 4.0
...
Music provided by Music for Creators 

3. Hip Hop Rap Instrumental (Crying Over You) by Chris Morrow 4 
Creative Commons — Attribution 3.0 Unported— CC BY 3.0 
...
Music provided by Audio Library 

4. Jalandhar by Kevin MacLeod is licensed under a Creative Commons Attribution license ()
Source: 
Artist: 


——

Equipment I use for filming: 

Sign up here to get one month free of Epidemic Sound music: 

——",travel
6,M2rm0-QQPY,Trip to North East India with YouTubers! | Sejal Kumar,"Hey guys!! Welcome to the Monday Vlog!! This trip to Cherrapunji and Shillong in North East India was one of the best trips I have had so far! The beautiful place and amazing company made it so much fun! 
We reached  got to Guwahati by flight and went to the other cities by our mini bus! Comment below where you want to travel!

NEW VIDEOS EVERY WEEK!

JOIN THE JOURNEY TO 500K SUBSCRIBERS!

Talk to me! 

Twitter & Instagram: @sejalkumar1195
Facebook : www.facebook.com/TheClothingEdit

Where we stayed: Hotel Polo Orchid 

My Outfits:
Day 1: White top: H&M
Jeans and Plaid tee: Zara

Day 2: Red back less dress: 

Trekking romper: 

Day 3:  Black Top: Stalk Buy Love
Black and Orange skirt and necklace: Nature Bazaar

Karaoke night: Sweater and Shorts: Zara

Shoes: White Sneakers: Street Style Store
Silver flats: H&M


Equipment:
Sony A7 mark ii
GoPro Hero 5 Black

Edited on Final Cut ProX
Thanks for watching!",travel
7,Xm2vxFhWGSU,Jodhpur | The Blue City of India (Rajasthan Travel Vlog),"Journey to Jodhpur the Blue City of Rajasthan India! Join Alex and Marko, the Vagabrothers on an adventure through the fortresses, street food and blue streets of Jodhpur. 

SHOP OUR MERCH :  

SUBSCRIBE  ►  
---
- OUR FILM MAKING KIT ►  
---
FOLLOW US: 

+ INSTAGRAM  ►
+ FACEBOOK  ► 
+ TWITTER  ► 
+ SNAPCHAT  ►@Vagabrothers
---
Personal Accounts:
+ Alex  ► 
YT: 
IG: 
+ Marko  ► 
YT: 
IG:  
---
Contribute to Vagabrothers : 
---
SEND US STUFF:
2633 Lincoln Blvd #921 Santa Monica, CA 90405
---
BOOK YOUR TRAVELS HERE: 
+ Hotels:  
+ Flights: 
+ Eurail Tickets:  
+ Insurance: 
---
HOW WE GET AROUND: 

Get your first free ride with Uber by using the code ""UberVagabrothersUE"" or clicking here: 
---
P.S.  We love the Vagabuddies... Subscribe and join the squad!",travel
8,Ms-IKOIzwFM,Wayanad Travel Guide | 2 Days Travel Itinerary to Wayanad in Kerala,"Watch Wayanad Travel Guide. In this 2 days travel itinerary we are gonna tell you top things to see and explore in Wayanad, Kerala.
Banasura Sagar Dam,  Meenmutty Waterfall, Achoor Tea Estate &
Lakkidi View Point.

Blog Post - 
.
Follow us - ",travel
9,dFCwOL-WZQ,MY FIRST TIME IN KOLKATA! | Travel vlogs | #LarsaTravels,"My year began with travelling to the city of Kolkata! I stayed in the city for 4 days, and did as much as I could! 


Thanks to @manthanshahfilms for helping me with filming. Check his page out on instagram, his videos are amazeeeballs!

Music by @Folkswagon 

Links to the places I stayed at:
Airbnb for 4 days: 
Airbnb for overnight stay: 

Use my code to get a INR 2,200/- OFF on your bookings. sign up here to avail the discount: 





-------------------------------------------------------------------------------------------------------------

📷Cameras I use:
Sony A7iii
Canon G7x
Canon 5D iv
GoPro Hero6, Hero 7

-----------------------------------------------------------------------------------------------------------------

💋💋Let's chat on my social media ^_^ 💋💋
♥Snapchat: @larissa_wlc
♥My twitter: @larissa_wlc 
♥Instagram: @larissa_wlc 
♥Musically: @larissa_wlc 


♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ 

🙏🙏DISCLAIMER: All products/services used or stated in my videos, are products/ services that I love and use myself. Some products/ services/ videos could be sponsored but please know that I would only recommend or promote a product/ service if I love it and only if I would want any of my friends or family to use. Brands/ services/ products that I don't like will never be featured in any of my videos.",travel
